id,start_time,end_time
240,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.902412
71,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.64667
72,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.646835
241,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.902428
242,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.902475
243,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.902492
244,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.902509
245,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90253
246,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.902547
247,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.902564
248,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.902579
249,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.902595
250,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.902611
251,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.902627
252,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.902644
253,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90266
254,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.902676
255,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.902692
256,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.902708
257,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.902727
258,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.902744
259,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90276
260,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.902777
261,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.902793
262,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.902808
263,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.902824
264,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90284
73,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.647147
74,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.647289
265,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.902856
266,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.9029
267,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.902918
268,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.902938
269,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.902957
270,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.902986
271,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903
272,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903012
273,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903025
274,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903038
275,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903051
276,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903064
277,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903077
278,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90309
279,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903106
280,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903119
281,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903133
282,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903145
283,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903159
284,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903172
285,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903184
286,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903197
287,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90321
288,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903223
75,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.647379
76,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.647495
289,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903236
290,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903272
291,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90329
292,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903303
293,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903316
294,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903329
295,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903343
296,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903356
297,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903369
298,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903382
299,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903395
300,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903408
301,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903421
302,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903437
303,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90345
304,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903463
305,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903476
306,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903488
307,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903502
308,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903515
309,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903527
310,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90354
311,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903554
312,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903567
77,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.64758
78,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.64768
313,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903584
314,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903621
315,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903635
316,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903648
317,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903661
318,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903674
319,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903686
320,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903699
321,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903712
322,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903725
323,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903739
324,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903751
325,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903767
326,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90378
327,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903793
328,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903806
329,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903819
330,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903833
331,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903845
332,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903858
333,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903871
334,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903885
335,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903898
336,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903914
79,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.647771
80,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.647869
337,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.903927
338,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90402
339,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904061
340,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904105
341,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90413
342,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904151
343,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90417
344,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904189
345,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904208
346,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904227
347,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904255
348,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904277
349,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904299
350,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904321
351,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904343
352,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904382
353,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904399
354,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904412
355,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904426
356,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904438
357,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904452
358,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904465
359,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904484
360,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904497
81,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.647954
82,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.648063
361,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90451
362,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904556
363,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90457
364,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904584
365,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904597
366,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904611
367,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904623
368,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904637
369,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90465
370,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904667
371,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90468
372,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904693
373,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904706
374,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90472
375,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904733
376,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904746
377,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904759
378,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904772
379,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904785
380,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904799
381,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904811
382,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904829
383,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904842
384,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904855
83,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.648148
84,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.648312
385,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904869
386,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904903
387,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904917
388,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90493
389,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904943
390,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904957
391,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90497
392,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904983
393,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.904999
394,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905019
395,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905061
396,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905084
397,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905105
398,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905125
399,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905144
400,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905164
401,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905185
402,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905206
403,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905228
404,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905251
405,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905265
406,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905278
407,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905291
408,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905304
85,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.648457
86,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.648582
409,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905318
410,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905368
411,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90539
412,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90541
413,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905429
414,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905448
415,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905467
416,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90549
417,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905509
418,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905528
419,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905561
420,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905588
421,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905603
422,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905617
423,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90563
424,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905644
425,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905656
426,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905669
427,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905688
428,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905702
429,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905715
430,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905729
431,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905742
432,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905755
87,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.648686
88,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.648792
433,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905768
434,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90581
435,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905825
436,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905838
437,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90585
438,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905866
439,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90588
440,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905892
441,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905906
442,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905919
443,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905932
444,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905944
445,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905957
446,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905971
447,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905984
448,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.905997
449,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90601
450,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906026
451,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90604
452,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906053
453,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906067
454,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90608
455,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906093
456,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906107
89,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.648879
90,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.648982
457,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90612
458,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906154
459,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906168
460,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906181
461,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906197
462,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906211
463,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906224
464,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906237
465,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90625
466,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906263
467,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906276
468,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906288
469,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906301
470,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906314
471,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906327
472,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906343
473,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906356
474,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90637
475,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906383
476,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906396
477,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906408
478,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906422
479,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906435
480,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906448
91,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.649073
92,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.649225
481,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906461
482,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906498
483,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906512
484,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90653
485,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906544
486,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906557
487,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90657
488,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906584
489,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906597
490,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906609
491,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906623
492,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906635
493,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906648
494,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906661
495,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906677
496,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90669
497,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906703
498,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906716
499,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906729
500,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906742
501,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906755
502,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906768
503,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906781
504,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906794
93,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.649311
94,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.649411
505,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906808
506,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906845
507,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906858
508,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906871
509,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906884
510,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906897
511,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90691
512,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906923
513,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906936
514,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90695
515,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906963
516,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906976
517,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.906989
518,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907007
519,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90702
520,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907034
521,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907047
522,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907061
523,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907073
524,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907086
525,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.9071
526,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907161
527,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907188
528,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907203
95,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.649583
96,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.649858
529,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907238
530,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907302
531,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907325
532,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907345
533,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907366
534,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907389
535,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90741
536,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907426
537,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907439
538,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907452
539,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907465
540,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907488
541,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907501
542,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907514
543,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907527
544,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90754
545,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907554
546,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907569
547,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907589
548,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90761
549,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907654
550,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907669
551,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907683
552,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907702
97,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.649964
98,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.650071
553,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907715
554,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907765
555,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907779
556,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907792
557,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907806
558,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907819
559,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907832
560,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907845
561,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907858
562,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907871
563,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907889
564,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907902
565,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907915
566,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907928
567,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907941
568,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907954
569,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907969
570,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.907993
571,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908007
572,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908021
573,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90807
574,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.9081
575,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908115
576,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908128
99,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.650159
100,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.650263
577,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908168
578,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908245
579,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908266
580,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908281
581,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908295
582,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908311
583,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908328
584,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908347
585,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908364
586,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908387
587,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.9084
588,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908414
589,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908426
590,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908439
591,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908452
592,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908465
593,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908478
594,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908491
595,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908504
596,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908516
597,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908532
598,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908545
599,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908559
600,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908572
101,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.650481
102,2021-04-21 19:34:42.63522,2021-04-21 19:34:42.650646
601,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908585
602,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908625
603,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908639
604,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908653
605,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908666
606,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908679
607,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908692
608,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.90871
609,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908723
610,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908736
611,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908749
612,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908762
613,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908775
614,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908788
615,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908801
616,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908815
617,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908828
618,2021-04-21 19:33:04.89493,2021-04-21 19:33:04.908841
